id,ret
1,0.29928504713689374
2,0.3107910418202905
3,0.32880057238360044
4,0.34491419405591195
5,0.3397689695115104
6,0.33309276810379645
7,0.3558573034390902
8,0.3239915101342046
9,0.30402759281621583
10,0.3231404958883227
11,0.3090872840172178
12,0.31190641819506015
13,0.302701634012452
14,0.3561046537373387
15,0.3506302631077859
16,0.3143669117662908
17,0.3431694607824642
18,0.3597623687248856
19,0.37826996964762294
20,0.39260920148219225
21,0.2865527992126155
22,0.3264811611984463
23,0.38214442629571055
24,0.3345810243704621
25,0.3674893027236229
26,0.29171906190669294
27,0.3520549158267684
28,0.295964822834478
29,0.33227618918078416
30,0.33560802293642955
31,0.35959872084709954
32,0.2979796064836334
33,0.32962165810010385
34,0.39260920148219225
35,0.3086378134387506
36,0.3350253530556536
37,0.3200184248519396
38,0.35509306977841526
39,0.39328366324898584
40,0.34232740771914
41,0.37371232919942604
42,0.28963371784381187
43,0.342959359482776
44,0.3082686799973832
45,0.28221632574252864
46,0.34104879268774735
47,0.36700294005041967
48,0.30185699728803567
49,0.3014261514759932
50,0.3587336954434789
51,0.3865803997160011
52,0.29347550426488234
53,0.3604892438781492
54,0.28810491448515896
55,0.3231404958883227
56,0.31340469121200776
57,0.2905999327568065
58,0.34301019016371936
59,0.3816722746646726
60,0.3108019566380149
61,0.2991026306316733
62,0.37957694366352934
63,0.4288031727525497
64,0.4050681720902591
65,0.33100244921638344
66,0.34920434904765896
67,0.3120879994107088
68,0.34148529250458937
69,0.32067597035020445
70,0.36962041650368094
71,0.39936370582781094
72,0.3733884490254758
73,0.34138789791097435
74,0.32344388024780085
75,0.3816679254455839
76,0.387498916865364
77,0.3165799758324088
78,0.4098296882397796
79,0.3834554524489888
80,0.3541087648768191
81,0.3841204055969369
82,0.357738479316694
83,0.3894809309083659
84,0.42103772365222414
85,0.35839809412808493
86,0.3514285645177112
87,0.37008266180575367
88,0.3343673475145665
89,0.306070987398034
90,0.3473245653525919
91,0.33286238603976187
92,0.387498916865364
93,0.3642113409032415
94,0.3748576295721098
95,0.36962041650368094
96,0.3889648974623965
97,0.3059479294891532
98,0.3732795804036577
99,0.40929828325570117
100,0.3778277802883844
101,0.3340387123082614
102,0.35366239204075206
103,0.29327262180219316
104,0.38890325322242514
105,0.3113823729852712
106,0.34378438135074574
107,0.38694721568119095
108,0.3632075985808362
109,0.3846546849112723
110,0.375174855941672
111,0.36962041650368094
112,0.3289488762109534
113,0.30539741238336354
114,0.3146096608173058
115,0.32778782578572324
116,0.3405646153337848
117,0.3027725369950335
118,0.32496213252552
119,0.3819309869233143
120,0.31623528581002713
121,0.271098776049137
122,0.36116124194677324
123,0.3433894900012948
124,0.3456631288645296
125,0.3098791500709634
126,0.3419337518455864
127,0.31512850644690393
128,0.32357773993572786
129,0.3404351455514712
130,0.30896762942154254
131,0.3814205608845903
132,0.2973183607335345
133,0.36010062292091954
134,0.3405646153337848
135,0.3663965595898333
136,0.34111053443139727
137,0.3479322737437607
138,0.3533276398271833
139,0.36116124194677324
140,0.33895453111999174
141,0.3484943176066303
142,0.33140610003966164
143,0.3256653721311852
144,0.2882157510729193
145,0.33931843971341125
